book_name,book_category,book_intro,book_score,y
"신화, 영웅 그리고 시나리오 쓰기",소설/시/희곡,"스토리텔링 어떻게 할 것인가?
영웅의 여정을 통한 서사 구조 읽기

『신화, 영웅 그리고 시나리오 쓰기』 제3판을 새로이 번역한 책. 조셉 캠벨의 신화분석과 칼 융의 정신분석학에서 모티브를 얻어 인류가 만들어 낸 모든 이야기-꿈, 민화, 설화, 그리스의 희비극 등에 스며있는 보편성과 구조를 바탕으로 영화를 분석하고, 나아가 장편영화 시나리오를 창출해내는 방식을 논구했다.
 ",9.0,0
소포클레스 비극 전집,소설/시/희곡,"국내에서는 최초로 그리스 비극의 완성자 소포클레스의 『소포클레스 비극 전집』이 천병희 교수(단국대 명예교수)의 번역으로 출간되었다. 『오이디푸스 왕』,『안티고네』,『콜로노스의 오이디푸스』,『아이아스』,『트라키스 여인들』,『엘렉트라』,『필록테테스』 등의 작품을 수록하고 있다.",9.3,0
아이스퀼로스 비극 전집,소설/시/희곡,"국내에서는 최초로 그리스 비극의 창조자 아이스퀼로스의 『아이스퀼로스 비극 전집』이 천병희 교수(단국대 명예교수)의 번역으로 출간되었다. 『아가멤논』,『제주를 바치는 여인들』,『자비로운 여신들』,『페르시아인들』,『테바이를 공격한 일곱 장수』,『탄원하는 여인들』,『결박된 프로메테우스』 등의 작품을 수록하고 있다.",9.3,0
한중록,소설/시/희곡,"[요즘책방, 책 읽어드립니다]가 선정한 궁중문학의 진수!
시아버지 영조와 남편 사도세자 사이의 갈등에서
아들 정조를 지키기 위해 남편을 버린 세자빈 홍씨

열 살에 사도세자의 세자빈으로 책봉되어 궁중에 들어온 혜경궁 홍씨는 영조와 세자의 사랑을 받는다. 그러나 세자빈 홍씨가 열여덟에 첫아들이 죽고 나서부터 한 많은 일생이 시작된다. 사도세자와 영조 사이에는 메울 수 없는 골이 생기고, 노론인 친정집과 소론의 비호를 받는 남편 사이에서 비운은 깊어지기 시작한다. 그런 와중에 세자는 울화증이 점점 깊어지고 발작으로 인해 살인까지 하게 된다. 마침내 세자의 생모 선희궁은 세자의 살기가 부친마저 위협할 수 있으리라 생각하고 영조에게 아들 사도세자의 행태를 모두 밝혔다. 선희궁은 아들을 버렸고, 세자빈 홍씨는 아들을 지키기 위해 남편을 버렸다. 결국에는 사도세자가 스물여덟 살의 삼복더위에 뒤주에 갇혀 죽는 비극이 일어난다. 사도세자의 죽음은 노론과 소론의 끊임없는 싸움에 빌미를 주게 된다. 영조가 세상을 떠나고 정조가 즉위하는 과정에서 홍씨의 친정집이 방해를 하고 홍봉한과 정후겸, 화완옹주 등이 정조로부터 배척받는다. 아들 정조의 즉위 후 홍씨는 혜경궁으로 높여지고 지극한 효도를 받는다. 혜경궁 홍씨는 아들인 정조가 세상을 떠나고도 15년을 더 살고 창경궁에서 80세의 나이로 생을 마감한다.

『한중록』은 조선 제21대 왕 영조의 둘째 아들인 사도세자의 빈으로 있다가 아들 정조가 즉위하면서 혜경궁으로 높여진 홍씨가 저술한 자전적인 회고록으로, 사도세자의 죽음을 둘러싸고 벌어지는 궁중의 음모와 갈등이 그대로 드러난 궁중문학의 진수라 할 수 있다.

 ",9.2,0
나만의 필사책 어린 왕자,소설/시/희곡,"나만의 손글씨와 그림으로
세상에서 단 하나뿐인 ‘어린 왕자’를 만나다

마음을 다해 쓰는 글씨 [나만의 필사책] 시리즈를 여는 첫 책. [나만의 필사책] 시리즈는 나에게, 친구에게, 자녀에게, 내 곁의 소중한 사람들에게 선물하고 싶은 책을 만들고 싶다는 생각에서 출발했다. ‘책은 어렵다’, ‘취향을 탄다’는 편견을 깨트리고, 좀 더 많은 이들이 책을 편하고 쉽게 접하길 바라는 마음으로 우리에게 친숙한 『어린 왕자』로 필사책을 만들었다.

독서를 처음 시작하는 아이들도 편안하게 느낄 수 있도록 책 전체에 따뜻한 색감을 사용했으며, 글씨를 썼을 때 뒷장에 비침이 적도록 두꺼운 본문 종이를 사용했다. 아름다운 삽화를 따라 그릴 수 있도록 그림이 들어간 곳에는 칸을 크게 비워두었고, 하루에 한 페이지씩 부담 없이 따라 쓸 수 있도록 각 페이지가 끝나는 곳을 맺음말로 편집했다. 『나만의 필사책 어린 왕자』를 한 글자 한 글자 정성스레 써내려가면서, 나만의 손글씨와 그림으로 세상에서 단 하나뿐인 ‘어린 왕자’를 만나보자.",9.8,1
이솝우화전집,소설/시/희곡,"소크라테스와 아리스토텔레스가 극찬한 고전 중의 고전!
88장의 독보적인 일러스트(전면 컬러 다수)와 함께
고대 그리스 원전에서 직접 번역한 358편의 우화 전집

이솝 우화는 원래 어린이를 대상으로 한 재미있고 교훈적인 이야기 모음집이 아니었다. 처음부터 성인들을 일깨우고 일상에서 겪은 여러 경험과 삶의 지혜를 재치 있게 전달할 목적으로 구전되다가 조금씩 수집되었다. 아리스토텔레스가 이솝과 그의 우화를 본격적으로 연구했다는 사실에서 그 진가가 드러난다.

이솝 우화에는 농민과 상인과 같은 평범한 고대 그리스인의 삶이 곳곳에 나오는데, 플라톤을 비롯한 고전 저술가의 글에서는 찾아보기 힘든 부분이다. 즉, 이솝 우화에는 귀족이나 지식인이 아닌, 그리스에서 살다간 평범한 사람들의 민낯과 사회 분위기가 그대로 반영되어 있다. 기원전 4세기에 아테네의 정치인이자 대중 연설가였던 데메트리오스는 연설가들이 사용할 수 있도록 10권으로 이솝 우화를 펴내기도 했으며, 사본 중에 많게는 600개 가까운 우화 모음집도 있다.

현대지성 클래식의 『이솝 우화 전집』은 서양인의 입맛에 맞게 많이 각색되고 분칠된 영어 판본이 아닌, 그리스어 원전에서 직접 옮겼으며, 국내 최초로 19세기 유명 삽화가인 아서 래컴, 월터 크레인, 어니스트 그리셋, 에드워드 데트몰드 등이 그린 일러스트 88장을 소개했다. 이솝 시대부터 구전을 통해 수집되면서 원형이 대체로 잘 보존된 이야기 중에서 정선된 그리스어 원전 358편을 완역하여 성인은 물론 어린이도 즐겁게 읽을 수 있도록 했다.
 ",9.6,1
이윤기의 그리스 로마 신화 (특별 합본판),소설/시/희곡,"MD 한마디
『이윤기의 그리스 로마 신화』 첫 출간 20주년 기념 합본판. 시리즈 다섯 권의 텍스트를 가감 없이 담은 이번 책에는, 기존 책에서 선별하고 새롭게 추가한 220컷의 그림과 사진을 수록해 이윤기표 신화의 세계를 생생하게 되살렸다. -소설MD 박형욱
“21세기 한국인의 교양 지도를 바꿔놓은 책!”
『이윤기의 그리스 로마 신화』 출간 20주년,
작가 이윤기 타계 10주기 특별 합본판 출간

대한민국에 그리스 로마 신화 열풍을 불러일으킨 주역이자 200만 이상의 독자의 사랑을 받아온 ‘국민 신화 책’인 『이윤기의 그리스 로마 신화』 첫 출간 20주년을 기념하고 이윤기 선생의 타계 10주기를 기리기 위해, 다섯 권 시리즈를 한 권으로 묶은 특별 합본판을 새로운 장정으로 선보인다. 이번 특별판은 시리즈 다섯 권의 텍스트를 가감 없이 담고, 기존 책에서 선별하고 새롭게 추가한 도판 자료 220여 점을 수록한, 1200쪽의 아름다운 양장본으로 재탄생했다. 우리네 정서와 현대의 감각으로 풀어 쓴 매력적인 ‘이윤기표’ 신화 세계를 이제 처음 만나는 독자에게도, 새롭게 펼쳐볼 오랜 독자에게도, 소장의 기쁨과 지적 활력을 선사하는 특별한 선물이 될 것이다.
 ",9.8,1
차라투스트라는 이렇게 말했다,소설/시/희곡,"민음사의 세계문학전집의 하나로 나온 『차라투스트라는 이렇게 말했다』는 인문서도 철학서도 아닌, 시에 해당하는 분류로 갈라 놓았다. 시의 화자가 갖는 성격을, 방랑하며 노래하는 시인이었음을 다시 한 번 인지한 것이다. 원문에 가장 가깝게 번역하고, 니체에 관한 현란한 해석들로 독자들에게 하나의 정본을 마련해 주고자 하였다.

은둔자였던 그가 새로운 세계의 새로운 인간을 위한 새로운 원칙을 갖기 위해 산에서 내려와 시장과 군중 속으로 들어가 ""신은 죽었다""고 외치며 인간의 내면에 있는 그 모든 '사막'을 목격하고 다시 산으로 올라가 왕들과 거머리와 마술사 등을 만나 축제를 벌이고 새로운 아침을 맞는 이야기.

차라투스트라의 머리말을 포함해 총 4부로 구성된 이 책은 차라투스트라의 가르침이라는 제목아래 제1부 방랑자 차라투스트라의 출발, 2부 미래의 인간인 '초인'을 찾아가는 여정, 3부 '영원회귀'의 오솔길을 거리는 차라투스트라의 고난, 4부 걷고 뛰고 춤추는 독자로 구성되어 있다.
 ",8.6,0
이윤기의 그리스 로마 신화 1,소설/시/희곡,"그리스, 로마 신화에 대한 저자의 풍부한 해설이 돋보이는 책. 기존의 그리스, 로마 신화에 대한 책과는 달리 저자는 신화의 근원에 대한 해설을 상세하게 제공하고 있으며 저자의 감정어린 미문들과 직접 찍어 선별한 도판 등을 통해 독자의 이해를 돕고 있다. 재미있게 만날 수 있는 우리 식 그리스 로마 신화.
 ",8.5,0
여자가 쓴 괴물들,소설/시/희곡,"관습에 반대하고 장벽을 허문 선구안을 지닌
여성 호러 작가들에 대한 흥미진진한 논픽션
2020 브램 스토커 어워드(논픽션 부문)·로커스 어워드(논픽션 부문) 수상작
북리스트 에디터스 초이스 선정작

『여자가 쓴 괴물들』은 『프랑켄슈타인』부터 ‘뉴 아포칼립스’까지, 관습에 도전하고 가장 독자적이고 무시무시한 이야기를 써낸 여성 작가들의 삶과 작품, 그리고 문학사적 위치를 재조망하는 책이다. 주부 이외의 직업적 선택지가 거의 없던 시기에 사변 소설이라 불릴 작품을 발표한 마거릿 캐번디시(1623~1673), 제인 오스틴을 분개시킨 고딕 장르의 선구자 레지나 마리아 로슈(1764~1845), 프랑켄슈타인의 전설적인 창조자이자 원조 고스 걸 메리 셸리(1797~1851)를 비롯, 메디컬 미스터리의 선구자 L. T. 미드(1844~1914), 멜로드라마적 호러 작가 V. C. 앤드류스(1923~1986), 저주받은 자들의 여왕 앤 라이스(1941~)을 거쳐 현재의 호러와 사변 소설 작가들에 이르기까지 100명 이상의 작가와 200편 이상의 작품을 고딕 문학 연구자들인 두 저자가 엄선하여 소개한다.
 ",9.0,0
백석 평전,소설/시/희곡,"30년간 백석을 짝사랑해온 시인 안도현이 완성한
우리시대 최고의 평전!

백석의 첫 시집 『사슴』은 1936년 1월 20일, 100부 한정판으로 출간되어 세상에 선을 보였다. 백석은 “한 권의 시집을 실로 한 개의 포탄을 던지는 것처럼 새해 첫머리에 시단에 내던졌다.”(김기림) 백석의 시집을 구하지 못한 윤동주는 “도서관에서 『사슴』을 겨우 빌릴 수 있었다. 시집을 빌리자마자 그는 그 자리에서 필사를 하기 시작했다.” 백석의 영향을 받은 대표적인 시인이라 할 수 있는 신경림은 “내가 시를 좋아하게 된 것도 실은 백석 시인으로 인해서였는지도 모르겠다”고 밝힌 바 있다.(『백석 평전』 본문 140쪽)

당대의 많은 시인들을 매료시켰으며, 해방 이후 후대의 시인들에게도 절대적이고 폭넓은 영향을 끼친 백석의 생애를 담은 『백석 평전』이 출간됐다. 스무 살 무렵부터 백석을 짝사랑하고, 백석의 시가 “내가 깃들일 거의 완전한 둥지”였으며 어떻게든 “백석을 베끼고 싶었다”고 고백하는 안도현 시인은 “그동안 백석에게 진 빚을 조금이라도 갚기 위해”, “그를 직접 만나는 방식이 될 수 있을 거라고 생각”하며 백석의 생애를 복원했다.

‘평전’이라는 형식으로 백석의 생애를 복원해 본다면 이것 역시 그를 직접 만나는 방식이 될 수 있을 거라고 생각했다. 그가 살아온 시간을 재구성하는 일도 결국은 그를 베끼는 일이었다. 그동안 시를 쓰면서 백석의 어투, 시어는 물론 시를 전개하고 마무리 짓는 방식과 세계에 반응하는 시인으로서의 태도까지 닮아보려고 나는 전전긍긍했다._‘서문’에서
 ",8.8,0
필사의 힘 : 유대인처럼 탈무드 따라쓰기,소설/시/희곡,"지친 마음을 치유하고 문장력까지 길러 주는 필사 라이팅북
연필이나 펜으로 내가 꼭 써 보고 싶던 명작을 나만의 작품으로 만들 수 있는 책

소설가 어니스트 헤밍웨이는 “지금 당장 필사하라.”라며 필사가 얼마나 중요한지 한마디로 표현했다. 또 시인 안도현은 “필사는 손가락 끝으로 고추장을 찍어 먹어 보는 맛.”이라고 표현했다.

이렇듯 필사에 대한 저명한 문인들의 찬사는 과연 어떤 이유에서 비롯된 것일까? 그것은 필사가 그저 단순한 따라쓰기에 머무르지 않는다는 것을 뜻한다. 자신의 손으로 직접 문장을 써 내려가는 행위를 통해 문장을 읽을 때와는 전혀 다른 차원에서 더 깊이 이해하고 공감할 수 있기 때문이다.

곧, 문장을 써 내려가며 자신이 독자가 아니라 저자가 된 것과 다름없는 기분을 마음껏 누릴 수 있는 것이다. 그렇게 첫 문장부터 마지막 문장까지 한 권의 책을 모두 쓰고 나면 그 책은 오직 나만을 위한 책이 된다. 내 글씨로 쓴, 내가 쓴 문장부호로 수놓은 그 문장들로 가득한 책 말이다.

『필사의 힘』 라이팅북 열다섯 번째 책으로 ‘탈무드’를 만나 보자. 유대교 랍비의 문장을 가만히 곱씹으며 따라쓰다 보면 작가가 어떤 마음으로 그와 같이 뛰어난 문장을 쓰게 되었는지 이해할 수 있을 것이다.

한 문장, 한 문장 신나고 즐겁게 탈무드의 문장을 탐미하며 힐링해 보자. 감성 치유뿐만 아니라 예전과는 다른 수준의 문장력을 키울 수 있는 소중한 시간을 보내게 될 것이다.",10.0,1
이갈리아의 딸들,소설/시/희곡,"""유쾌한 상상력과 재치가 넘치는 페미니즘과 유토피아 소설로서, 남성과 여성의 성역할 체계가 완전히 뒤바뀐 가상의 세계 이갈리아의 모습을 그린 작품이다. 작가이자 여성운동을 펼치고 있는 노르웨이 출신 작가 브란튼베르그의 책으로 1977년 출간된 이후, 전 세계적인 반향을 일으켰다. 여성학 이론을 둘러싼 여러 가지 쟁점과 여성 운동의 역사를 담고 있는 훌륭한 여성학 교과서이기도 하다. 유럽에서는 연극으로 공연되기도 했으며, 국내에서도 소규모 상연되었다. 최근에는 『이갈리아의 딸들』을 패러디한 연극 「미러링」이 상연되기도 하였다. 현재까지 국내에서 65쇄, 20만 부 가까운 판매고를 올리며 페미니즘 소설의 대표적인 도서로 자리잡았으며, 최근 몇 년 사이 도서명을 딴 '웹사이트 메갈리아' 로 사회적 논쟁이 일기도 했다.

""""경작법이 더 복잡해지고 발달된 농기구가 수확량을 증가시키면서 인간사회에 계급 분화의 기초가 등장했다. 자연적으로 움(여성)이 땅을 소유했고, 동시에 맨움(남성)을 자신에게 묶어놓고 이용할 방법을 발견하려고 애썼다…… 그들은 아이들 임신케 하는 것 외에는 기여하지 않았기 때문에 아이를 돌보는 일을 맡았다.""""

나는 남자가 여자 입장이 한번 되어보면 어떨까를 자주 생각해 본다. 여자들이 왜 그렇게 억울하다고 말하는지, 그리고 어떻게 남자에 대해 적대감까지 갖게 되는지를. 『이갈리아의 딸들』을 읽으며 나는 너무나 통쾌했다.
─ 오숙희 (여성학자, 방송인)

딸을 안고 있는 父성의 聖화, 커다란 난자와 그를 쫓는 조그만 정자들, 새끼를 돌보는 수컷물고기 등은 여성이 지배하고 남성이 종속된 사회의 지식체계이고 의미구조이다.한 사회의 남녀 성역할이 바뀐다는 것은 의미구조와 상징체계, 지식체계에 대한 근본적인 질문을 동반해야 한다는 것을 이 책은 여실히 보여주고 있다.
─ 김은실 (이화여대 여성학과 교수)

이 책은 ‘맨움’의 이름으로 자신의 사회화된 성, 불행의 현실성을 인식하고, 자매애라는 지상 최고의 정치적인 연대감으로 세상과 싸워가는 모든 여성의 이름으로, 도저히 이해할 수 없다는 남성들에게 한마디 내던지고 있다. ‘너 이래도 모르겠니?’
─ 변영주 (영화감독)""
 ",8.4,0
폰더 씨의 위대한 하루,소설/시/희곡,"지금의 고통은 불공평한 세상의 장난일 뿐일까?
행복한 이는 행복하기를, 불행한 이는 불행하기를 선택했을 뿐이다!

이 책은 평범한 일상을 사는 우리의 모습을 대변하는 데이비드 폰더씨의 이야기를 통해 인생을 보다 현명하게 살아가는 비법을 전해준다. 저자는 결국 스스로의 인생을 이루고 있는 모든 조각들은 자신에게서 비롯되었음을 깨닫게 하며, 각자가 지나온 삶의 궤적 속에서 앞으로의 인생을 더 멋지게 풀어갈 수 있는 길을 발견하도록 한다.

열심히 살아왔지만 마흔 여섯의 나이에 회사에서 잘리고, 각종 고지서와 딸의 병원비 등 경제적인 이유로 괴로워하는 폰더씨. 소시민 폰더 씨는 절망의 끝에서 놀라운 역사 여행을 시작하고, 그는 여행에서 만나게 되는 과거의 사람들을 통해 절망과 포기보다는 희망과 용기를 가지고 살아가는 삶의 지혜를 배운다. 현실로 돌아온 그의 인생은 그대로지만 그 자신의 변화로 인해 앞으로 펼쳐질 그의 삶은 전혀 다른 방향으로 흘러가게 될 것이며, 이러한 변화는 우리 시대 수많은 폰더씨에게도 새로운 희망이 될 것이다.
 ",8.6,0
