book_name,book_category,book_intro,book_score,y
스베덴보리의 위대한 선물,종교,"대학졸업과 동시에 과학자의 길을 택한 에마누엘 스베덴보리는 천재성을 유감없이 발휘하여 광산학자로서 권위를 인정받는다. 비록 국내에는 잘 알려지지 않았지만 당시 만유인력의 법칙을 발견한 아이작 뉴턴과 같은 최고 과학자들 반열에 올랐다. 1745년 스베덴보리가 57세 되던 해, 그의 생애에 청천벽력과 같은 불가사의한 운명의 대전환이 일어난다. 천사를 만나는 심령적 체험을 겪은 후 과학세계와는 정반대라 할 수 있는 신비세계인 영계를 탐구하는 대영능자(大靈能者)가 되었다고 한다.

그가 세상을 하직하는 84세까지 27년간 그는 사후세계를 마음대로 왕래했다고 하며 영계탐방 후 지상으로 돌아오면 보고 느낀 것을 기록하는 데 몰두하여 수만 페이지 분량의 ‘영계저술’을 남겼다. 『스베덴보리의 위대한 선물』에는 막연하게만 느껴졌던 천국의 실제 모습과 실생활이 지금까지의 그 어떤 책보다 생생하게 묘사되어 있다. 기쁨과 행복이 충만한 3개의 천국, 지상생활에서의 허물을 벗고 온전한 자신을 드러내는 3단계의 중간영계, 증오와 적의로 가득 찬 3개의 지옥의 모습은 스베덴보리가 안내천사와 함께 보고 느낀 것을 이야기 형식으로 읽기 쉽게 풀었다.
 ",7.1,0
진리와 자유의 길,종교,"『진리와 자유의 길』은 법정 스님이 생각하는 불교의 요체를 정리한 책이다. 지금까지 출간되었던 책과는 많이 다른 내용과 구성이다. 법정 스님이 생각하는 불교가 무엇인지 알 수 있다. 불교 출현의 역사적 사실과 초기 불교의 특징, 보살행, 불교의 교법, 선의 역사와 사상, 좌선의 방법이 친절하게 설명되어 있다. 책 끝에 법정 스님이 옮긴 원효, 야운, 지눌 스님의 글도 붙였다. 읽기 쉬운 책과 배우는 책이라는 두 가지 성격과 교양과 수련이라는 두 가지 목적을 모두 만족할 수 있는 내용을 담고 있다. 법정 스님이 안 계신 지금 불자들이 법정 스님을 그리워한다면 이런 가르침이 필요할 것이다.",10.0,1
스스로 깨어난 자 붓다,종교,"각 분야에서 최고로 꼽히는 인물에 대한 평전 시리즈 '푸른숲 비오스'. 첫 번째 책은 영국의 저명한 종교 문화 비평가인 카렌 암스트롱이 붓다의 삶을 가장 오래된 불교 경전인 팔리어 경전을 토대로 하여 현대적 관점으로 재구성하였다. 그리하여 붓다가 무엇 때문에 안락한 삶을 버리고 영적 삶을 추구하게 되었는지를 찾고 있다.

또한 붓다와 관련된 숱한 불교 전설이 실제로 무엇을 의미하는지를 밝혀내고, 나아가 붓다의 삶과 가르침이 오늘날 살아가는 우리들에게 어떤 의미를 가지는지도 현대적 관점에서 탐구한다.

소크라테스, 예수, 붓다, 마호메트 등 정신의 선각자들이 나타났던 '축의 시대'(기원전 800~200년)와 붓다의 사상을 연결시켜 설명하는 등 이제까지 나왔던 붓다 전기에서 볼 수 없는 독특한 면을 가지고 있으며, 붓다와 불교를 모르는 사람도 쉽게 읽을 수 있도록 어려운 불교 용어를 일상어로 풀이하였다.",8.7,0
고백록,종교,"1,600년 넘게 사랑받아온 역사상 최고의 자서전!
원문의 묘미를 잘 살린 라틴어 원전 완역판

고백의 본질은 ‘우리의 죄에 관한 것’과 ‘하나님에 대한 찬양’이다.

고백록은 아우구스티누스가 개종한 후 11년 되던 해인 397년 그가 43세 되던 때 출생 후부터 그 당시까지의 그의 전생애의 내면생활의 변화 과정을 적나라하게 파헤쳐 묘사한 “영혼의 자서전”이다.

고백록은 단순한 자서전 이상의 의미를 지닌다. 이는 하나님의 은혜와 선하심에 대한 웅장한 찬양 송이다. 아우구스티누스가 고백하고자 하는 것은 단순히 그의 죄악뿐만은 아니며 위대하신 하나님 의 섭리와 은총에 대한 찬양인 것이다. 그는 자기의 일생을 간섭하신 하나님의 섭리의 손길을 가까이 느끼며 하나님께 감사하며 하나님께로 더욱 가까이 달려갔다.

고백록은 세 가지 부분으로 구분되어 역동적인 구조를 지니게 된다. 제1권부터 9권까지는 아우구 스티누스의 과거에 대한 기억과 회상으로서 인간의 죄와 그를 도우시는 하나님의 은총과 관용에 관한 내용이다. 제10권은 두 번째 부분으로 아우구스티누스의 영적 현재 상태를 묘사해 주고 있다. 그가 고백록을 기록할 당시의 주교로서 양심에 대한 문제를 술회하고 있다. 마지막으로 세 번째 부분은 11권부터 13권까지로 하나님의 창조 계획과 목적으로 비추어 볼 때, 인생의 궁극적 의미에 관해 미래지향적으로 기록하고 있다. 따라서 마지막 부분은 실제적으로 창세기 서론에 관한 명상이다.

이 책을 처음 읽는 대부분의 독자들은 제1부분의 솔직한 표현과 고백에 즉각적으로 흥미를 느끼 게 되며, 제2부분의 친숙한 개인적인 명상과 회고에 몰입하게 되고, 제3부분의 장대한 사상과 통 찰에 감명을 받게 된다. 결국 이 책의 각 부분들은 각기 독특한 개성을 지니며 동시에 전반적으로 일치된 조화를 유지하고 있다. 단편적으로는 아우구스티누스의 개인적인 인생담에 얽힌 시련과 승 리에 대한 이야기이지만, 전체적으로는 하나님의 피조물로서 그리스도인이 걸어가야 할 삶의 여 정이라는 교훈을 준다.
 ",9.7,1
외계인 인터뷰,종교,"2007년 전직 미 공군 의무부대 상사 마틸다 멕엘로이 여사가 자신의 몸을 떠나기 직전에 저자에게 보내준 우편을 엮은 책이다. 맥엘로이 여사가 저자에게 보내준 인터뷰 필기본과 그녀의 개인적인 메모, 편지는 그녀의 요청에 따라 그대로 출판했다. 책은 우주의 기원, 물리적 우주의 타임 트랙, 불명 그리고 외계 존재의 초자연적 활동 외계인들 혹은 신들에 대해 다루긴 했으나. 이를 통한 어떠한 정치적인 주장이나 경제적 이익, 과학적 가설, 종교적 활동이나 철학 등의 저자의 견해를 지지하고자 함은 아님을 편저자는 밝히고 있다.",6.8,0
만화 기독교 강요 1-2권 합본,종교,"성경 다음으로 귀중한 책이라는 기독교 교리서의 걸작이라 불리는 칼빈의 『기독교 강요』를 만화를 재구성에 누구나 쉽고 흥미롭게 읽을 수 있도록 만든 책이다. 칼빈은 당시에 기독교의 교리를 단순하면서도 조직적으로 해석하여 쉽게 이해시키고자, 또한 종교개혁 당시 핍박받던 개혁자들을 옹호하고자 이 책을 집필하였다.

『만화 기독교 강요』는 원전의 구조에 따라 내용을 구성하여, 원전과 함께 공부할 수 있으며, 체계적인 흐름에 따라 기독교의 기본 진리를 접할 수 있다. 각 장의 말미에는 원전의 줄거리가 수록되어 있어 핵심 내용을 정리하였고, 자세한 해설과 풍부한 화보가 수록되어 있어 다른 참고 서적 없이 간편하게 『기독교 강요』의 정수를 이해할 수 있다.
 ",9.5,0
햇살콩 한줌묵상 365 (탁상용 캘린더),종교,"내 사랑아, 날마다
네 마음에 '말씀의 씨앗'을
한줌 한줌 심으렴!

365, 당신의 마음에
말씀의 씨앗이 심겨
주님의 사랑으로 열매 맺기를!

『햇살콩 한줌묵상 365』는 매일 하나님의 말씀을 묵상할 수 있도록 성경 말씀과 묵상을 수록한 탁상용 캘린더이다.

 ",10.0,1
준비하고 있으라,종교,"마지막 때 믿음을 지키기 위해 지금 준비하라!
내가 너를 지켜 시험의 때를 면하게 하리라

""버티고 지켜라 준비하는 자는 피할 수 있다“
마지막 때의 환난은 이전에도 없었고 이후에도 없을 큰 환난이다. 그런데 그 환난을 은혜로 피하고 하나님이 보호해주시는 자들이 있다. 바로 하나님의 말씀을 지키는 자들이다. 다시 말해 하나님의 말씀을 따라 살아가는 자들이다. 저자는 환난이 너무 커서 무너지는 것이 아니라 환난을 이길 만한 실력이 없어서 무너지는 것이라고 말한다. “내 신앙이 고작 이것밖에 안 됐다니….” 재난의 시대에 쓰러져서 탄식하는 성도들이 있다면, 마지막 때를 통과하기 위해 이렇게 믿고 이렇게 준비하라고 강조하는 저자의 천국 준비 메시지에 귀 기울여보기를 바란다.
 ",9.6,1
영적 발돋움,종교,"그리스도인의 영적 성장을 다룬 헨리 나우웬의 저서로 자기 자신을 향한 발돋움, 이웃을 향한 발돋움, 하나님을 향한 발돋움의 3가지 단계를 담담하고 따뜻한 어조로 제시하고 있다.
 ",8.4,0
5가지 사랑의 언어,종교,"사랑의 언어로써 가정을 지키다

성경에서 여성과 남자는 결혼해서 가정을 이루고 살아야 한다고 가르친다. 결혼은 결코 깰 수 없는 신성한 약속이다. 그런데 현대 사회에서 이혼이 정상적인 현상으로 변해가고 있다. 이런 상황에서 여성과 남자는 어떻게 행동해야 하는가. 『5가지 사랑의 언어』는 배우자들이 상호간 소통할 수 있는 방법을 알려 준다.

남편은 격려의 말을 듣고 싶어한다. 그러나 아내는 말없이 맛있는 저녁식사를 준비해 남편을 격려하려고 한다. 두사람은 서로 사랑하지만 그들의 사랑의 감정은 잘 전달되지 못했다. 그 이유는 무엇일까? 사람마다 사용하는 사랑의 언어가 다르기 때문이다. 진정으로 배우자와 사랑을 나누기 원한다면 배우자가 사용하는 사랑의 언어를 알아야한다. 배우자의 사랑의 언어를 발견하고 배우려 할 때 행복한 결혼 생활의 문은 열릴 것이다.

 ",9.1,0
모든 일에는 때가 있다,종교,"이전과 완전히 다른 삶으로의 초대,
세계적인 영성가가 전하는 ‘인생의 16가지 순간’

‘나는 지금 잘 살고 있는 걸까?’라는 생각이 문득 들 때가 있다. 아침부터 저녁까지, 월요일부터 금요일, 또는 주일까지 분주하게 열심히 살아도 이 고민에 대한 답이 되지는 않는다.
우리는 살면서 다양한 일을 겪고 여러 순간과 마주한다. 그 속에서 후회나 걱정으로 잠 못 들기도 하고, 반복되는 일들에 점점 무뎌지거나 무기력해지기도 한다. 여러 일과 관계 속에서 복잡하게 얽힌 삶을 어디서부터 어떻게 풀어야 할지 감을 잡기도 어렵다. 그저 주어진 상황이나 시간에 떠밀려 가도록 나를 내버려 두기 일쑤다. 그렇게 우리는 자신을 향해 묻는다.
‘나는 지금 잘 살고 있는 걸까?’
이러한 물음에 도움이 될 책이 출간되었다. 바로 『모든 일에는 때가 있다』(가톨릭출판사, 사장 홍성학 아우구스티노 신부)다. 이 책에는 21세기 가장 주목해야 할 영성가로 손꼽히는 저자 조앤 치티스터 수녀가 성경의 코헬렛 말씀을 묵상하며 얻은 깨달음과 통찰이 담겨 있다. 저자는 코헬렛이 말하는 인생의 16가지 순간의 의미를 새롭게 깨달은 뒤, 복잡해 보이던 삶이 분명하게 보이고 인생의 의미를 찾게 되었다고 말한다. 그러면서 그 인생의 순간들을 놓치지 않고 자신의 것으로 만들도록 독려한다.

모든 일에는 때가 있다는 것을 겸손하고 순한 마음으로 받아들이는 그 순간, 우리의 행복이 시작되는 게 아닐까. 수많은 영성 서적을 집필한 조앤 치티스터 수녀가 현실에 바탕을 둔 신학적 혜안으로 펼쳐 보이는 코헬렛의 16가지 때를 읽으면 마음의 눈이 밝아진다. 그리고 금방 알아차릴 수 있다. 지금 이 순간이야말로 우리가 최선을 다해 살아야 할 구원의 때, 무엇과도 바꿀 수 없는 가장 아름답고도 소중한 선물이라는 것을. 우리 자신이 코헬렛을 새롭게 써 가는 삶의 주인공들임을.
― 이해인 수녀, 시인
 ",9.7,1
목적이 이끄는 삶,종교,"『목적이 이끄는 삶』 100만 부 한정판

릭 워렌의 『목적이 이끄는 삶』의 100만 부 기념 한정판이다. 자기 계발을 위한 책들은 우리에게 삶의 의미와 목적이 무엇인지 발견해 보라고 조언한다. 그러나 릭 워렌은 그 책들의 출발점이 잘못되었다고 말한다. 우리는 홀로 혹은 우리 안에서 목적을 찾을 수 없다. 우주를 만드시기 전부터 우리를 마음에 품으시고 당신의 목적을 위해 우리를 계획하신 하나님을 빼고는 삶의 진정한 의미를 찾을 수 없기 때문이다.

총 40장의 짧은 글들로 구성된 이 책은, 하루에 한편씩 우리 삶의 가장 중요한 가치들에 대해 짚어주면서, 현재 내가 속해 있는 이 곳에서 어떻게 하나님의 목적을 발견하고 기쁨으로 나아갈 수 있는지 도와준다. 우리 안에 내재한 하나님의 성품과, 사람과 더불어 공유하게 하신 나눔의 기쁨과, 자신만이 가지고 있는 은사의 특징 등 자신 안에 깃든 하나님의 목적을 잘 찾을 수 있도록 핵심을 요목조목 정리하고 있는 책이다.
 ",8.8,0
쓰러진 김에 엎드려 하나님을 만났다,종교,"나에게 약함을 주신 것은
넘어지라는 것이 아니라 엎드리라는 것이다!

우리의 낮아짐을 사랑하시는 하나님의 은혜를 체험한
5.3만 팔로워 page church 신재웅 목사의 따듯한 공감과 위로의 음성

인스타그램 5.3만 팔로워(2021년 8월 현재)를 공감해주고 위로해주는
신재웅 목사님의 새로운 신간 『페이지 처지 2 쓰러진 김에 엎드려 하나님을 만났다』

당신에게 페이지 처치는 어떤 존재였나요?
“힘들고 지칠 때 매일 힘내라고, 내가 옆에 있다고 말씀하시는 하나님의 음성처럼 느껴질 때가 많았어요”_페이지 처치 팔로워의 답변

저자 신재웅(한사랑교회 청소년 담당 목사)은 2019년 여름, ‘웹페이지에서도 예배를 드릴 수 있을까?’라는 생각으로 인스타그램에 ‘페이지 처치’라는 작은 교회를 세웠다. 2년이 지난 지금까지도 저자만의 심도 있는 묵상과 탁월한 통찰력으로 지치고 힘들어하는 영혼을 위로해주고 있다. 특히 이번 신간에서는 ‘연약하여 넘어졌다면 엎드려 하나님을 만나라’고 이야기하면서 잊고 있던 하나님의 은혜를 다시금 깨닫게 해준다. 괜찮지 않은 오늘, 힘들고 버거운 하루를 살아가고 있다고 느껴진다면 저자의 글을 통해 지금도 함께하시는 하나님의 음성에 귀 기울여보기를 바란다.
 ",10.0,1
팀 켈러의 내가 만든 신,종교,"이 시대가 사랑하고, 믿고, 순종하는
‘가짜들’에게 결별을 선언하다

내 입맛에 맞게 신들을 만들어 내, 사랑하고 믿고 순종하기를 즐기는 세상이다. 눈에 보이는 목상이나 신상이 아니더라도, 이미 우리 마음속을 지배하는 가짜 신들이 널려 있다. 참 신이신 하나님을 흉내 낸, 말 그대로 가품들이다. 성경과 이 시대를 통찰력 있게 읽어 주기로 정평이 난 팀 켈러는 이 책에서 우상이 점령한 현대 사회를 진단하고, 유일하신 하나님께로 돌아가자고 경종을 울린다.

 ",9.6,1
따라 하는 기도,종교,"유튜브 누적 조회 수 600만 [따라 하는 기도] 시리즈를 책으로 만난다

기도의 말문을 트고
마음속 깊은 간구를 끌어올리는 마중물 같은 기도문

기도는 하나님과의 비밀스러운 대화인데 기도를 따라 할 수 있을까? 가능하다. 기도는 하늘의 언어이고 우리는 하나님의 자녀이기 때문이다. 말은 배워서 하는 게 아니라 하면서 배우는 것이다. 앙앙 우는 부르짖음에서 온전한 대화에 이르기까지, 말도 늘고 기도도 자라간다. 무엇보다도, 틀린 기도를 하더라도 넉넉히 헤아리며 응원하고 격려해주시는 하나님이 이 기도의 청자(聽者)이며 부모와 스승이시기에 우리는 안심하고 어떤 기도든 솔직하게 드릴 수 있다.

유튜브에서 소리소문없이 조회 수 130만을 돌파한 기도 영상이 있다. 잔잔한 음성의 7~9시간짜리 [잠자며 드리는 기도]로, 수많은 이들을 밤새 평안과 계속된 간구로 이끌고 있다. 또한 치유와 축복, 중보 등 일상과 사랑하는 사람들을 덮는 또 다른 기도들은 성취자들이 ‘제가 하고 싶은 말이 이거였어요! 저도 아멘이에요!’라는 고백과 함께 기도의 첫발을 떼고 더 넓고 성숙한 기도로 나아가게 도와주고 있다.
이 책은 수많은 구독자들의 요청으로 31개 영상의 기도문을 담았으며, QR코드를 통해 관련 기도 영상을 함께 들을 수 있다. 1부에는 말을 배우듯 기도를 배우는 것에 관해 알기 쉬운 설명을 실었다. 기복신앙이나 틀린 기도가 아닐까 걱정하지 말고 얼마든지 주님의 은혜와 복을 구하며 일단 기도의 첫발을 내디디라는 든든한 격려는 빨리 기도하고 싶어지게 할 것이다.
 ",9.0,0
"딸아, 너는 나의 보석이란다",종교,"세상의 모든 딸들에게 보내시는 하나님의 사랑의 메시지를
[영한대조판]으로 만나다!

『His Princess』의 원문이 그대로 수록된 영한대조판. 하나님이 이 땅의 모든 딸들에게 보내시는 사랑과 위로의 메시지를 한국어와 영어로 풀어쓴 책으로 우리가 얼마나 소중한 존재인지 다시 한 번 확인하게 돕는다.
 ",9.4,0
순전한 기독교,종교,"새로운 표지로 선보이는 ‘정본 C. S. 루이스 클래식’ 시리즈!
20세기 기독교 명저 1위!

의심할 바 없는 20세기 최고의 기독교 고전(古典)
〈타임〉(TIME)이 “의심할 여지 없는 20세기 최고의 기독교 변증가”라고 일컬은, 영국 옥스퍼드 대학교의 영문학 교수 C. S. 루이스. 그는 “모든 시대에 거의 모든 그리스도인들이 공통적으로 믿어 온 바를 ‘설명’하고 ‘수호’하는 일”이야말로 “믿지 않는 이웃들을 위한 최상의 봉사이자 아마도 유일한 봉사”라고 생각했다. 그 ‘봉사’의 열매가 ‘20세기 기독교 명저 1위’(Christianity Today)에 선정된 《순전한 기독교》이다. 이 책은 국내 최초이자 유일한 C. S. 루이스 협회와의 정식 판권 계약, 루이스에 정통한 번역자들의 빼어난 번역과 검토, 원문 대조를 통한 정치(精緻)한 편집을 거쳐 행복한 책읽기의 즐거움으로 이끌어 줄 것이다.",10.0,1
