book_name,book_category,book_intro,book_score,y
오늘은 칼림바를 연주해볼게요,예술,"한 손에 쏙 들어오는 힐링 악기 칼림바로
오늘 하루를 영롱하게 물들여보세요!

작고 가벼워 부담 없이 들고 다닐 수 있는 칼림바는 오르골처럼 맑은 음색으로 사랑받는 악기다. 다른 악기보다 소리가 크지 않아 늦은 시간에도 가만가만 연주할 수 있고, 공원이나 바다로 들고 다니며 연주하기에도 좋다. 연주 방법은 또 얼마나 쉬운가! 이 책은 실력이 자연스럽게 늘도록 4주 동안 매일 조금씩 연습할 수 있게 구성했다. 연습곡도 실전곡도 정말 연주하고 싶은 곡들만 엄선해 담았다. 오늘 저녁에는 칼림바 연주 어떨까?

- 초보자도 보기 쉽도록 오른손과 왼손을 서로 다른 색으로 구분
- 같은 곡도 다양하게 연주할 수 있는 세 가지 주법 소개
- 영화 애니메이션 OST 등 감성 연주곡과 연주 동영상 QR코드 제공

 ",9.2,0
사계절 담은 오일파스텔 컬러링북 세트,예술,"오일파스텔로 풍경 그리는
드로잉 인플루언서 고센 작가의 첫 컬러링북

자연 속 따뜻한 풍경들을 오일파스텔로 그리는 일러스트레이터 고센(goshen)의 첫 컬러링북 『사계절 담은 오일파스텔 컬러링북』이 출간되었다. 봄, 여름, 가을, 겨울 계절마다의 아름다운 자연 풍경을 그린 이 책은, 오일파스텔만의 매력을 잘 활용한 작품들로 구성되어 있다. 총 20개 작품이 수록되어 있는 이 책은, 가이드북과 컬러링북 2권으로 구성되어 있다. 가이드북에서는 오일파스텔 드로잉에 필요한 준비물과 기본 표현법에서부터, 채색법, 그리고 밤하늘이나 입체감 있는 구름 그리는 기법 등에 대해 꼼꼼하고도 친절하게 설명한다.

오일파스텔은 하나의 재료만으로도 여러 가지 기법을 구사할 수 있고, 몇 번의 터치만으로도 그럴싸한 그림이 탄생한다는 매력이 있어, 많은 이들에게 사랑 받고 있는 재료이기도 하다. 오일파스텔로 그리는 자연 풍경은 그 어떤 재료보다 아름다운 작품이 탄생하는 이유이기도 하다. 20개의 작품 그리는 법도 가이드북에서 세세하게 다루고 있다. 쉽게 그릴 수 있는 패턴에서부터 그러데이션에 이르기까지 난이도별로 알기 쉽게 설명한 것도 이 책의 특징이다. 인스타그램 등에서 활발하게 활동하며 많은 이들에게 사랑받고 있는 고센 작가의 오일파스텔 컬러링북은, 오일파스텔에 쉽게 접근하고 즐길 수 있는 책으로 손색이 없다.",10.0,1
조용한 오리와 오일파스텔,예술,"오일파스텔은 크레파스와 같은 재료이기 때문에 누구에게나 익숙해서, 그림을 배운 적이 없더라도 부담 없이 도전해 볼 만한 참 매력적인 미술도구이다. 『조용한 오리와 오일파스텔』에서는 처음 그림을 그리는 분들, 오일파스텔이라는 재료가 처음인 분들도 쉽게 따라할 수 있도록 저자만의 꿀팁들을 하나부터 열까지 가득 담았다. 간단하게 완성할 수 있는 쉬운 그림들부터 종이 한 장을 꽉 채워 완성하는 풍경화까지 오일파스텔로 표현할 수 있는 다양한 그림들을 자세한 설명과 함께 알차게 소개한다.
 ",10.0,1
동물점잇기,예술,"30,000개의 점을 연결하면 멋진 동물들이 모습을 드러내요.
점잇기를 완성한 뒤 원하는 색으로 컬러링해 보세요

점잇기와 컬러링은 대표적인 스트레스 해소 방법이다. 이 책은 그 두 가지를 모두 담았다. 펜이나 연필로 숫자를 순서대로 연결해 보자. 30,000개가 넘는 점들을 연결하고 나면 책 속에 숨어 있던 다양한 종류의 동물들이 마법처럼 나타나는 것을 보게 될 것이다. 30개의 복잡한 동물 테마의 점들을 연결해서 작품을 완성하기까지는 시간이 많이 걸리지만 그만큼 퍼즐을 푸는 과정이 즐겁고 완성한 뒤 기쁨이 크다. 즐겁게 도전해 보자.

펜이나 연필로 숫자를 순서대로 잇다 보면 놀라운 동물들과 다양한 장면들이 나타난다. 이 책은 기존 점잇기 책들보다 점의 수가 많아 더욱 세밀하게 그림을 표현할 수 있다. 연결하는 부분에 따라 점의 색이 다르게 제안되어 있는데, 그림을 완성한 뒤 책에서 제안한 색으로 혹은 독자가 원하는 색으로 컬러링을 하면 더욱 멋진 동물의 모습을 볼 수 있다. 각 작품을 완성한 뒤 그림 그대로 혹은 액자에 넣어서 집 안을 장식해 보자. 점잇기와 컬러링을 하는 동안 스트레스는 사라지고 어느새 멋진 작품을 즐길 수 있을 것이다.
 ",10.0,1
바른연애 길잡이 컬러링북,예술,"“어렵게 생기는 마음이 아니라고 해서 가볍게 표현할 순 없잖아”
“서로 눈이 마주치면 걔가 나를 보고 웃어”
웹툰 ‘바른연애 길잡이’의 설렘 가득한 명장면을 컬러링북으로 만나 보세요!

웹툰 속 주인공들을 내가 원하는 대로 색칠할 수 있다?! 『바른연애 길잡이 컬러링북』은 죽은 연애 세포도 살려낸다는 인기 로맨스 웹툰 ‘바른연애 길잡이’의 명장면 52컷을 담은 컬러링북이다. 정파고 바름이와 츤데레 유연이의 첫 만남, 유연이의 애틋한 고백, 바름이와 유연이의 데이트 등 모두의 로망을 충족시켜 줄 달달하고 말랑말랑한 장면을 색칠해 보며 주인공들의 감정을 음미해 볼 수 있다. 왼쪽에는 웹툰 원화를 제공해 채색 시 참고할 수 있도록 했으며, 180도로 쫙 펼쳐지는 특수 제본으로 보다 편하게 컬러링북을 즐길 수 있다. 다양한 색으로 나만의 작품을 완성해 보자!",10.0,1
우리 민화 봄 컬러링북,예술,"색연필로 봄을 수놓는 우리 민화 컬러링북,
‘건강’과 ‘평안’을 기원하는 전통 민화 26컷,
따뜻한 봄날 같은 여러 복이 담긴 민화를 만나보세요!

『우리 민화 컬러링북』시리즈 세 번째! 새로운 다짐과 소망이 피어나는 봄을 소재로 한 책이다. 추운 겨울을 지내고 모습을 드러낸 연한 초록의 새싹들과 형형색색으로 피어난 꽃들이 만발한 봄은 모든 이의 마음을 들뜨게 하는 계절이다. 이번 『우리 민화 봄 컬러링북』은 코로나19로 지친 마음을 달래며 건강과 댁내의 평안을 빌고, 번성과 화목, 부귀영화를 누리고, 액운을 막고 보호받을 수 있기를 소망하며 다양한 그림을 담아냈다. 평안과 번성의 의미가 담겨 있으며, 현대 정물화처럼 물건을 나열한 기명절지도, 화합과 화목의 의미가 담긴 주로 꽃을 주제로 한 화훼도, 액운을 막아주고 보호하는 벽사의 의미가 담긴 영모도를 메인 테마로 했으며, 그 외에도 다양한 소재의 민화를 맛볼 수 있다. 『우리 민화 봄 컬러링북』은 복을 부르고 따뜻한 봄날처럼 독자들의 마음이 환해지기를 기원하는 민화 컬러링북이다. 또한 사랑하는 사람과 부모님을 기쁘게 하는 건강 선물로도 안성맞춤이다.
 ",10.0,1
아메토라,예술,"1964년 여름, 일본 도쿄의 긴자. 상인들의 신고로 출동한 경찰들이 젊은이 수백 명을 체포했다. ‘미유키(みゆき)족’으로 불린 이들의 죄목은 가쿠란(?蘭, 일본식 교복)이 아닌 버튼 다운 옥스퍼드 셔츠, 스키니 타이, 정장 재킷, 치노 팬츠 등을 걸치고 그저 거리를 어슬렁거렸다는 점. 반드시 전 세계인의 잔치가 돼야 할 올림픽을 앞둔 일본 정부의 입장에서 그들은 사회를 문란하게 만드는 불량배처럼 보였다. 지금은 이해하기 어려운 이 현상의 중심에는 아메리칸 스타일 브랜드 ‘VAN 재킷’을 설립한 이시즈 겐스케(石津謙介)가 있었다. 1978년 파산할 때까지 VAN 재킷은 일본에서 엄청난 성공을 거두고, 그 뒤 서퍼, 히피, 로커빌리 그리저, 보소족, 다게노코족 등을 위시한 무수한 스타일이 각지에서 등장했다. 일본이 아메리칸 스타일의 또 다른 근거지가 되는 토대를 마련한 것이다. 이 책 『아메토라: 일본은 어떻게 아메리칸 스타일을 구원했는가(Ametora: How Japan Saved American Style)』는 일본에서 아메리칸 스타일을 촉발한 이시즈 겐스케를 시작으로, 아메리칸 스타일이 일본에 어떻게 수입되고, 편집되고, 보존되고, 나아가 역수출돼 아메리칸 스타일 자체를 어떻게 변화시켰는지 추적한다.
 ",10.0,1
하늘 담은 오일파스텔 풍경화,예술,"저자만의 따뜻한 색감으로 표현하는 30편의 하늘 담은 풍경화 수록!
동네 산책길, 도시, 바다, 갯벌, 들판, 호수, 숲, 꽃밭, 밀밭 등의
아름답고 다채로운 풍경화 수록!

오일파스텔은 부드럽게 블렌딩된다는 점 때문에 하늘을 그리기에 매우 좋은 미술 재료이다. 이 책은 오일파스텔의 다양한 기법을 소개하고 응용하는 방법을 알려준다. 특히 오일파스텔 기법 중 블렌딩을 중점적으로 다루고 있다. 초보자들도 쉽게 시작할 수 있도록 난이도별로 구성하였다. 스케치 없이도 단계별로 따라하다 보면 멋진 풍경이 완성된다. 부록의 컬러링 도안과 옆에 있는 완성작은 미니 포스터로 사용할 수 있다.

 ",9.2,0
소녀의 시간 컬러링북,예술,"시선을 사로잡는 매력 소녀가 가득한 색연필 인물화 컬러링북

이 책은 매력 있는 소녀들을 컬러링하는 소녀 인물화 컬러링북이다. 이 책에 등장하는 소녀들은 다양한 각도와 포즈, 눈매와 시선으로 눈길을 끄는 트렌디하면서 캐주얼한, 현대적인 매력을 가진 소녀들로, 때로는 아련하게, 때로는 시크하게 시선을 사로잡는다. 이 책의 인물화는 얼굴의 피부 등을 색연필로 섬세하게 표현해내는 인물화이다. 왼쪽에 완성작품을 제공해 어떻게 채색해야 할지 막막할 때 가이드 삼을 수 있게 했으며, 단계별 스케치법을 제공해 스케치부터 채색까지 직접 완성해볼 수 있는 코너도 마련하였다.
 ",8.2,0
나의 작은 정원,예술,"당신의 하루에는 어떤 꽃과 식물이 함께하나요?

길가에 핀 들꽃부터 누군가가 정성스레 꾸며놓은 화단과 시원하게 뻗은 초록 나무까지. 일상에서 만나는 자연은 하루를 더 기분 좋게 만들어준다. 순간순간 지나친 꽃과 식물을 곁에 두고 오랫동안 즐거운 기분을 간직해보고 싶지 않은가? 몇 가지의 물감과 붓으로 언제나 푸르른 식물을 그려보자. 물감이 물을 만나 부드럽게 퍼지는 순간을 지켜보다 보면 마음마저 차분해진다. 가볍게 그렸을 뿐인데 예쁘게 완성된 그림으로 뿌듯한 기분은 덤이다. 오늘의 작은 행복을 수채화로 만나보자.

 ",9.7,1
유럽 복식 문화와 역사 2,예술,"바로크부터 아르누보까지 일러스트로 보는 『유럽 복식 문화와 역사 2』

사치스럽고 우아한 향락이 함께 한 바로크와 로코코 시대부터, 시민 계급의 성장과 함께 복식의 대중화를 이끌어 간 빅토리안 시대까지 유럽 전역의 역사에 따라 가장 대표적이면서도 특색 있는 복식 요소를 시대별, 국가별로 소개한다.

약해진 종교의 영향에서 벗어나 절대 군주의 힘이 강해지는 17세기, 화려한 귀족 살롱 문화가 함께하는 18세기, 자유와 평등을 추구하였던 시민들과 한편으로 귀족의 삶을 동경하였던 신흥 부르주아들의 유행이 함께하는 19세기까지. 인간이 자신의 존재와 삶에 더욱 의미를 부여하게 되면서, 패션 역시 보다 과격하고 참신하게 착용자의 정신을 표현하게 되었다. 『유럽 복식 문화와 역사2』는 이러한 근세와 근대 복식문화의 변천에 대해 소개하는 책이다.

복식을 알아간다는 것은 그 삶과 역사를 알아간다는 것이다. 『유럽 복식 문화와 역사』는 우선적으로 유럽 역사의 큰 흐름에 대해 소개하고, 지리적인 환경, 사회적인 변화, 사람들의 의식이 어떤 식으로 복식에 반영되었는지를 하나하나 짚어 준다. 유럽 복식에 대해서 화려한 일러스트와 함께 쉽고 재미있게 읽을 수 있도록 하였다. 지금 만나 보자!
 ",10.0,1
우리 민화 겨울 컬러링북,예술,"색연필로 수놓는 우리 민화 컬러링북, 겨울 편
서로의 ‘복’을 기원하는 전통 민화 26컷에서,
새해의 소망과 힘찬 기운을 느껴보세요

『우리 민화 겨울 컬러링북』은 겨울을 주재로 한 따뜻하고 소망 가득한 책이다. 겨울은 지나온 한 해를 마무리하고 새로운 한 해를 맞이하는 계절이다. 연말연시의 들뜸과 넉넉함, 새로운 시작에 대한 설렘과 기대가 가득한 시기다. 해가 바뀌는 겨울은 무엇보다 “새해 복 많이 받으세요!”를 연신 주고받으며 나와 주변의 행복을 간절히 바라게 되는 때인 만큼, 이번 책에는 부귀, 장수, 화합, 액막 등 민화 속에서 복을 상징하는 다양한 오브제들을 담아냈다.

민화의 주요 소재로 등장하는 탐스러운 꽃과 동물은 물론, 알록달록한 복주머니들과 기운 넘치는 산수화, 아기자기하면서도 재기발랄한 문자도 등 겨울을 따스하게 덥혀줄 소담스럽고 희망찬 민화가 가득하다. 특히 저자의 세련된 감각과 개성이 돋보이는 창작 민화도 다수 포함되어 있어 현대적 감성의 창의적인 민화도 만나볼 수 있다. 청량하고 생동감 넘치는 『우리 민화 여름 컬러링북』에 이어 독자들의 따스한 겨울과 복을 기원하며 두 번째로 선보이는 민화 컬러링북이다.
 ",9.6,1
나의 인생 컬러링북,예술,"부모님께 선물하고 싶은 ‘인생’ 컬러링북
추억하고, 함께 이야기 나누고,
색칠하며 만나는 인생의 순간들

봄, 여름, 가을, 겨울 계절이 바뀌듯 자연스럽고 아름답게 지나간 시간들을 추억하고, 가족이나 친구 들과 그 추억을 이야기하고, 그림을 색칠하며 추억을 완성해보자. 이 책은 미술심리상담사인 저자가 복지관이나 요양원에서 어르신들과 함께한 다양한 수업 경험을 바탕으로 만들었다. 계절의 변화와 인생의 순간들이 담긴 따뜻한 연필 스케치에 두 가지 색연필화 채색 견본을 더했다. 이 책은 색칠하기에 그치는 것이 아니라 그림과 함께 있는 짧은 글을 통해 기억을 소환하고, 스스로 이야기하는 데 초점을 두었다. 추억하고 말하고 싶어지는 부모님을 위한 기억력 강화 컬러링북이다.
 ",8.4,0
